input_path,rouge2,rougel,bertscore,nb_words_input,nb_words_gold,nb_words_generated,success,over_context,output_language,input_language
dialogsum_1_text_en.json,0.05405405405405405,0.12612612612612611,0.27173519134521484,218,19,94,1,0,1,1
dialogsum_1_text_fr.json,0.03125,0.11167512690355332,0.1473660171031952,218,19,175,1,0,1,0
dialogsum_2_text_en.json,0.1259842519685039,0.2589928057553957,0.3281930685043335,327,36,93,1,0,1,1
dialogsum_2_text_fr.json,0.09120521172638438,0.17475728155339806,-0.0002715815498959273,344,53,225,1,0,0,0
dialogsum_3_text_en.json,0.14634146341463414,0.192,0.27478259801864624,214,25,100,1,0,1,1
dialogsum_3_text_fr.json,0.043010752688172046,0.1507537688442211,0.23595315217971802,214,21,167,1,0,1,0
dialogsum_4_text_en.json,0.14583333333333334,0.19095477386934673,0.3186739385128021,316,32,162,1,0,1,1
dialogsum_4_text_fr.json,0.08333333333333333,0.21714285714285714,0.31856444478034973,316,32,138,1,0,1,0
dialogsum_5_text_en.json,0.16216216216216214,0.3185840707964602,0.3925211727619171,206,34,79,1,0,1,1
dialogsum_5_text_fr.json,0.053691275167785234,0.1935483870967742,0.26384270191192627,206,30,121,1,0,1,0
mediasum_1_text_en.json,0.08275862068965519,0.12244897959183673,0.2630392611026764,725,28,119,1,0,1,1
mediasum_1_text_fr.json,0.046875,0.11627906976744186,0.021091539412736893,809,44,190,1,0,0,0
mediasum_2_text_en.json,0.02259887005649717,0.1340782122905028,-0.0430995337665081,733,49,130,1,0,1,1
mediasum_2_text_fr.json,0.023809523809523808,0.10236220472440945,-0.09536326676607132,733,49,205,1,0,1,0
mediasum_3_text_en.json,0.13402061855670103,0.2346938775510204,0.3451331853866577,532,92,104,1,0,1,1
mediasum_3_text_fr.json,0.11555555555555555,0.28193832599118945,0.1485476940870285,646,110,97,1,0,0,0
mediasum_4_text_en.json,0.08888888888888888,0.22026431718061676,0.15511509776115417,664,98,129,1,0,1,1
mediasum_4_text_fr.json,0.08615384615384615,0.19571865443425077,0.1268995702266693,664,98,229,1,0,1,0
mediasum_5_text_en.json,0.015625,0.10769230769230771,0.16438911855220795,644,28,102,1,0,1,1
mediasum_5_text_fr.json,0.0103359173126615,0.05655526992287918,0.0027264102827757597,644,28,361,1,0,1,0
samsum_1_text_en.json,0.11627906976744186,0.22988505747126436,0.2779681384563446,214,47,127,1,0,1,1
samsum_1_text_fr.json,0.06451612903225808,0.1494661921708185,0.17236316204071045,214,47,234,1,0,1,0
samsum_2_text_en.json,0.16058394160583941,0.2302158273381295,0.3221818804740906,371,42,97,1,0,1,1
samsum_2_text_fr.json,0.06430868167202572,0.12779552715654952,0.15180031955242157,371,42,271,1,0,1,0
samsum_3_text_en.json,0.1818181818181818,0.23448275862068962,0.3060706555843353,92,41,104,1,0,1,1
samsum_3_text_fr.json,0.06250000000000001,0.24615384615384617,0.33539190888404846,92,41,89,1,0,1,0
samsum_4_text_en.json,0.125,0.1780821917808219,0.32400280237197876,225,43,103,1,0,1,1
samsum_4_text_fr.json,0.04946996466431096,0.13333333333333336,0.021608920767903328,225,43,236,1,0,1,0
samsum_5_text_en.json,0.02564102564102564,0.2,0.23261365294456482,67,15,65,1,0,1,1
samsum_5_text_fr.json,0.0,0.0816326530612245,0.0577101968228817,67,15,83,1,0,1,0
xsum_1_text_en.json,0.020833333333333332,0.14285714285714285,0.08369903266429901,360,27,71,1,0,1,1
xsum_1_text_fr.json,0.015306122448979593,0.050761421319796954,-0.07825151085853577,360,27,367,1,0,1,0
xsum_2_text_en.json,0.049019607843137254,0.1262135922330097,0.17430520057678223,432,31,175,1,0,1,1
xsum_2_text_fr.json,0.05213270142180095,0.09433962264150941,-0.10756854712963104,552,36,348,1,0,0,0
xsum_3_text_en.json,0.12048192771084339,0.28235294117647064,0.2379559427499771,724,30,55,1,0,1,1
xsum_3_text_fr.json,0.04651162790697675,0.12643678160919541,-8.511203486705199e-05,840,35,121,1,0,0,0
xsum_4_text_en.json,0.028985507246376812,0.1971830985915493,0.315621554851532,316,28,43,1,0,1,1
xsum_4_text_fr.json,0.0746268656716418,0.17647058823529413,0.02303181029856205,410,35,88,1,0,0,0
xsum_5_text_en.json,0.07048458149779736,0.13100436681222707,0.19547726213932037,397,28,201,1,0,1,1
xsum_5_text_fr.json,0.026490066225165563,0.1045751633986928,-0.09773050993680954,523,34,107,1,0,0,0
